id,visitor_id,visit_time,page_name,page_type,source_page,target_page,stay_duration,terminal_type,is_order,order_buyer_id,dt
2476,VISITOR_A0D533A5,2025-01-14 03:21:09,购物车,功能页,,下单页,61,无线端,0,,2025-01-14
2477,VISITOR_B8A4D0F2,2025-01-30 12:27:16,商品详情页_2,商品详情页,商品详情页_1,商品详情页_1,148,无线端,0,,2025-01-30
2478,VISITOR_0BA29EE7,2025-01-03 04:51:07,直播页,店铺其他页,百度搜索,首页,242,PC端,0,,2025-01-03
2479,VISITOR_F8398578,2025-01-02 17:44:23,下单页,功能页,微信,商品详情页_3,90,PC端,0,,2025-01-02
2480,VISITOR_B3458621,2025-01-25 20:01:41,商品详情页_1,商品详情页,,百度搜索,76,无线端,0,,2025-01-25
2481,VISITOR_653B419A,2025-01-27 01:16:18,微信,外部页,,商品详情页_1,279,PC端,0,,2025-01-27
2482,VISITOR_EE458B19,2025-01-24 09:17:41,下单页,功能页,购物车,下单页,275,无线端,0,,2025-01-24
2483,VISITOR_0002EED4,2025-01-15 04:46:49,首页,店铺页,首页,分类页,137,无线端,0,,2025-01-15
2484,VISITOR_A52488DE,2025-01-19 09:53:15,商品详情页_1,商品详情页,商品详情页_1,购物车,92,PC端,1,BUYER_421EA0,2025-01-19
2485,VISITOR_962F8CBA,2025-01-24 02:55:07,微信,外部页,购物车,百度搜索,254,无线端,0,,2025-01-24
2486,VISITOR_09CB6135,2025-01-11 05:26:26,购物车,功能页,订阅页,购物车,233,PC端,1,BUYER_5C4055,2025-01-11
2487,VISITOR_9E4F71DA,2025-01-01 09:10:24,订阅页,店铺其他页,,商品详情页_1,272,无线端,0,,2025-01-01
2488,VISITOR_B707DB6A,2025-01-04 02:14:21,宝贝页,店铺页,商品详情页_3,首页,272,无线端,0,,2025-01-04
2489,VISITOR_BB31E9A8,2025-01-23 01:51:58,商品详情页_3,商品详情页,商品详情页_2,商品详情页_2,54,无线端,0,,2025-01-23
2490,VISITOR_92431246,2025-01-30 19:47:37,分类页,店铺页,直播页,,70,无线端,0,,2025-01-30
2491,VISITOR_D23B5358,2025-01-13 23:56:49,首页,店铺页,微信,,43,无线端,1,BUYER_8A3B87,2025-01-13
2492,VISITOR_22D3640A,2025-01-15 09:42:38,宝贝页,店铺页,新品页,,118,无线端,0,,2025-01-15
2493,VISITOR_038CB39C,2025-01-10 19:10:44,活动页,店铺页,,宝贝页,111,PC端,0,,2025-01-10
2494,VISITOR_23238338,2025-01-27 17:17:50,活动页,店铺页,新品页,活动页,102,无线端,0,,2025-01-27
2495,VISITOR_F7FB7493,2025-01-26 15:03:43,首页,店铺页,,分类页,170,无线端,0,,2025-01-26
2496,VISITOR_C91A8121,2025-01-26 19:39:14,订阅页,店铺其他页,,,221,PC端,0,,2025-01-26
2497,VISITOR_205B6AEF,2025-01-28 08:03:49,百度搜索,外部页,百度搜索,首页,264,PC端,1,BUYER_1E7DB2,2025-01-28
2498,VISITOR_A7A3D9F2,2025-01-20 07:58:45,百度搜索,外部页,,商品详情页_1,187,无线端,0,,2025-01-20
2499,VISITOR_4119DADB,2025-01-17 07:58:03,宝贝页,店铺页,分类页,首页,140,PC端,0,,2025-01-17
2500,VISITOR_AF1D0997,2025-01-22 02:24:32,商品详情页_2,商品详情页,分类页,下单页,38,无线端,0,,2025-01-22
2501,VISITOR_F0105392,2025-01-27 12:15:10,新品页,店铺页,,宝贝页,23,无线端,0,,2025-01-27
2502,VISITOR_7F2DC9DC,2025-01-05 06:16:22,下单页,功能页,分类页,,234,无线端,0,,2025-01-05
2503,VISITOR_888D9EC4,2025-01-07 14:57:06,宝贝页,店铺页,微信,新品页,205,无线端,0,,2025-01-07
2504,VISITOR_65AAA794,2025-01-29 00:04:29,百度搜索,外部页,商品详情页_1,,17,PC端,0,,2025-01-29
2505,VISITOR_4C964B63,2025-01-17 21:58:28,新品页,店铺页,,商品详情页_2,286,无线端,1,BUYER_996210,2025-01-17
2506,VISITOR_A8558317,2025-01-05 22:54:29,百度搜索,外部页,宝贝页,,103,PC端,0,,2025-01-05
2507,VISITOR_00F5B44F,2025-01-22 22:35:49,下单页,功能页,分类页,商品详情页_3,163,PC端,0,,2025-01-22
2508,VISITOR_0AFEC01E,2025-01-01 07:45:22,直播页,店铺其他页,,购物车,12,无线端,0,,2025-01-01
2509,VISITOR_EEEA3672,2025-01-09 17:21:40,新品页,店铺页,活动页,活动页,232,无线端,0,,2025-01-09
2510,VISITOR_B8DBDFB9,2025-01-04 23:38:27,宝贝页,店铺页,,新品页,99,无线端,0,,2025-01-04
2511,VISITOR_FA4CCE62,2025-01-16 22:45:14,首页,店铺页,订阅页,,28,PC端,1,BUYER_968CF1,2025-01-16
2512,VISITOR_A34E9AD5,2025-01-04 17:54:14,下单页,功能页,,直播页,155,无线端,0,,2025-01-04
2513,VISITOR_1F73C390,2025-01-11 22:47:44,首页,店铺页,活动页,,167,无线端,0,,2025-01-11
2514,VISITOR_09307757,2025-01-25 12:17:25,分类页,店铺页,百度搜索,活动页,259,无线端,0,,2025-01-25
2515,VISITOR_99CB481B,2025-01-02 04:31:42,首页,店铺页,百度搜索,新品页,218,无线端,0,,2025-01-02
2516,VISITOR_FFFD9097,2025-01-24 07:16:12,直播页,店铺其他页,购物车,商品详情页_2,40,无线端,1,BUYER_01EE48,2025-01-24
2517,VISITOR_6CC27DF4,2025-01-22 12:32:17,商品详情页_1,商品详情页,活动页,商品详情页_3,285,无线端,0,,2025-01-22
2518,VISITOR_9F6C4630,2025-01-02 04:05:23,百度搜索,外部页,商品详情页_1,宝贝页,19,无线端,0,,2025-01-02
2519,VISITOR_08BCC665,2025-01-23 12:02:13,宝贝页,店铺页,分类页,首页,122,PC端,0,,2025-01-23
2520,VISITOR_04AC1D5E,2025-01-10 10:59:57,微信,外部页,,,213,无线端,0,,2025-01-10
2521,VISITOR_60FA860D,2025-01-30 11:12:38,新品页,店铺页,微信,活动页,191,无线端,0,,2025-01-30
2522,VISITOR_22B51A0A,2025-01-01 08:56:22,分类页,店铺页,百度搜索,商品详情页_3,220,无线端,0,,2025-01-01
2523,VISITOR_C6B7F2EF,2025-01-11 09:58:36,新品页,店铺页,购物车,微信,159,无线端,0,,2025-01-11
2524,VISITOR_0A6A6FBE,2025-01-25 23:22:09,商品详情页_3,商品详情页,商品详情页_1,下单页,298,PC端,0,,2025-01-25
2525,VISITOR_E5600C60,2025-01-21 10:13:15,商品详情页_1,商品详情页,购物车,宝贝页,104,无线端,0,,2025-01-21
2526,VISITOR_7EF2B675,2025-01-15 04:23:19,新品页,店铺页,新品页,购物车,108,无线端,0,,2025-01-15
2527,VISITOR_6FAD4D75,2025-01-02 17:45:57,商品详情页_1,商品详情页,商品详情页_1,活动页,103,无线端,0,,2025-01-02
2528,VISITOR_3FC168F1,2025-01-23 16:43:38,首页,店铺页,购物车,,239,无线端,0,,2025-01-23
2529,VISITOR_0EE6F78A,2025-01-15 02:53:47,订阅页,店铺其他页,分类页,,257,无线端,0,,2025-01-15
2530,VISITOR_B76359B4,2025-01-10 18:44:23,商品详情页_3,商品详情页,商品详情页_1,,184,无线端,0,,2025-01-10
2531,VISITOR_6505D4B3,2025-01-25 19:25:04,下单页,功能页,商品详情页_3,百度搜索,73,无线端,0,,2025-01-25
2532,VISITOR_9A1EBDE3,2025-01-20 18:53:37,首页,店铺页,,订阅页,220,无线端,0,,2025-01-20
2533,VISITOR_3580B0FC,2025-01-18 00:39:31,商品详情页_3,商品详情页,商品详情页_3,商品详情页_2,122,无线端,0,,2025-01-18
2534,VISITOR_5472DE1E,2025-01-11 17:17:13,商品详情页_2,商品详情页,下单页,新品页,210,PC端,0,,2025-01-11
2535,VISITOR_263E1ACD,2025-01-28 13:32:57,购物车,功能页,首页,商品详情页_3,129,无线端,1,BUYER_3845D5,2025-01-28
2536,VISITOR_075D1BB7,2025-01-09 12:33:28,宝贝页,店铺页,,新品页,166,PC端,0,,2025-01-09
2537,VISITOR_7423D628,2025-01-20 05:34:27,商品详情页_2,商品详情页,购物车,,142,无线端,0,,2025-01-20
2538,VISITOR_63AA59AC,2025-01-15 19:55:24,下单页,功能页,下单页,订阅页,216,无线端,0,,2025-01-15
2539,VISITOR_D40F3A61,2025-01-26 05:52:44,购物车,功能页,,活动页,281,无线端,0,,2025-01-26
2540,VISITOR_FFC331FB,2025-01-11 16:17:29,百度搜索,外部页,下单页,,294,无线端,0,,2025-01-11
2541,VISITOR_79C6F568,2025-01-07 11:52:11,首页,店铺页,下单页,购物车,199,无线端,0,,2025-01-07
2542,VISITOR_01E17FD8,2025-01-23 05:23:54,商品详情页_1,商品详情页,,活动页,84,PC端,0,,2025-01-23
2543,VISITOR_D8746449,2025-01-12 01:24:17,商品详情页_1,商品详情页,购物车,百度搜索,209,无线端,0,,2025-01-12
2544,VISITOR_A25482DA,2025-01-30 12:11:02,订阅页,店铺其他页,商品详情页_1,新品页,154,无线端,1,BUYER_0E4351,2025-01-30
2545,VISITOR_05825D0F,2025-01-20 06:51:14,商品详情页_3,商品详情页,宝贝页,活动页,110,PC端,0,,2025-01-20
2546,VISITOR_8AA22284,2025-01-12 10:22:45,商品详情页_2,商品详情页,直播页,百度搜索,208,无线端,0,,2025-01-12
2547,VISITOR_C393032C,2025-01-24 23:55:54,商品详情页_3,商品详情页,下单页,分类页,71,无线端,0,,2025-01-24
2548,VISITOR_CA41D401,2025-01-01 13:57:29,分类页,店铺页,宝贝页,活动页,216,无线端,0,,2025-01-01
2549,VISITOR_B52F38A3,2025-01-23 23:04:02,购物车,功能页,购物车,,142,无线端,0,,2025-01-23
2550,VISITOR_87CBC552,2025-01-26 01:13:18,活动页,店铺页,,宝贝页,47,无线端,0,,2025-01-26
2551,VISITOR_BFAE30C0,2025-01-22 05:48:26,商品详情页_1,商品详情页,宝贝页,商品详情页_1,205,无线端,0,,2025-01-22
2552,VISITOR_630E9A2F,2025-01-12 00:34:18,购物车,功能页,商品详情页_2,订阅页,77,无线端,0,,2025-01-12
2553,VISITOR_393742F7,2025-01-19 06:32:37,首页,店铺页,购物车,,273,PC端,0,,2025-01-19
2554,VISITOR_FF612EE0,2025-01-17 14:36:55,新品页,店铺页,分类页,微信,88,PC端,0,,2025-01-17
2555,VISITOR_825E38CE,2025-01-27 20:00:11,商品详情页_3,商品详情页,首页,活动页,113,无线端,0,,2025-01-27
2556,VISITOR_47CA6F7D,2025-01-15 10:00:37,购物车,功能页,下单页,分类页,120,无线端,0,,2025-01-15
2557,VISITOR_58AE7DEE,2025-01-20 17:06:09,首页,店铺页,新品页,直播页,145,无线端,0,,2025-01-20
2558,VISITOR_8D585725,2025-01-27 07:55:36,宝贝页,店铺页,分类页,宝贝页,57,PC端,0,,2025-01-27
2559,VISITOR_CA7BB19D,2025-01-29 15:48:36,购物车,功能页,购物车,百度搜索,230,PC端,0,,2025-01-29
2560,VISITOR_3510A363,2025-01-17 13:30:25,直播页,店铺其他页,微信,百度搜索,10,无线端,0,,2025-01-17
2561,VISITOR_12B8F4A3,2025-01-22 12:42:34,商品详情页_2,商品详情页,分类页,商品详情页_3,162,无线端,1,BUYER_2A36D8,2025-01-22
2562,VISITOR_8CD28ECA,2025-01-10 06:55:07,购物车,功能页,商品详情页_1,活动页,198,PC端,0,,2025-01-10
2563,VISITOR_1AF00F92,2025-01-17 22:48:51,首页,店铺页,订阅页,下单页,82,无线端,0,,2025-01-17
2564,VISITOR_35944C25,2025-01-05 14:49:17,微信,外部页,购物车,购物车,297,无线端,0,,2025-01-05
2565,VISITOR_37F59356,2025-01-21 05:07:38,新品页,店铺页,商品详情页_3,分类页,148,无线端,0,,2025-01-21
2566,VISITOR_3ED6CBF1,2025-01-24 01:22:27,商品详情页_1,商品详情页,商品详情页_2,下单页,70,无线端,0,,2025-01-24
2567,VISITOR_5981905C,2025-01-20 00:27:54,商品详情页_1,商品详情页,直播页,订阅页,219,无线端,0,,2025-01-20
2568,VISITOR_1DF4CCCB,2025-01-07 22:46:46,宝贝页,店铺页,商品详情页_1,首页,172,无线端,0,,2025-01-07
2569,VISITOR_70AFBFA9,2025-01-27 20:23:46,首页,店铺页,百度搜索,商品详情页_2,260,无线端,0,,2025-01-27
2570,VISITOR_32A0B093,2025-01-05 23:11:53,分类页,店铺页,分类页,百度搜索,215,无线端,0,,2025-01-05
2571,VISITOR_1B113F03,2025-01-30 17:59:09,商品详情页_2,商品详情页,直播页,首页,245,无线端,0,,2025-01-30
2572,VISITOR_65A15EEF,2025-01-26 05:56:30,微信,外部页,百度搜索,分类页,16,无线端,0,,2025-01-26
2573,VISITOR_030C3619,2025-01-19 04:20:49,百度搜索,外部页,,商品详情页_2,176,无线端,0,,2025-01-19
2574,VISITOR_5E55E71C,2025-01-01 10:37:11,新品页,店铺页,微信,首页,232,无线端,0,,2025-01-01
2575,VISITOR_1F824687,2025-01-15 16:17:19,微信,外部页,,活动页,62,无线端,0,,2025-01-15
2576,VISITOR_214AF5BB,2025-01-21 12:06:50,下单页,功能页,,购物车,94,无线端,0,,2025-01-21
2577,VISITOR_558A7A9E,2025-01-14 02:38:23,商品详情页_1,商品详情页,活动页,首页,290,无线端,0,,2025-01-14
2578,VISITOR_FFBEE22C,2025-01-24 19:16:44,订阅页,店铺其他页,,下单页,169,无线端,0,,2025-01-24
2579,VISITOR_B5CE0A3F,2025-01-20 14:40:13,分类页,店铺页,,新品页,158,无线端,0,,2025-01-20
2580,VISITOR_A8720526,2025-01-22 09:47:42,分类页,店铺页,购物车,商品详情页_1,38,无线端,0,,2025-01-22
2581,VISITOR_B150D91C,2025-01-04 19:04:58,百度搜索,外部页,,新品页,244,无线端,0,,2025-01-04
2582,VISITOR_5F1437D9,2025-01-27 00:38:05,活动页,店铺页,商品详情页_3,商品详情页_1,148,PC端,0,,2025-01-27
2583,VISITOR_4107B86B,2025-01-04 04:55:37,商品详情页_3,商品详情页,订阅页,活动页,142,PC端,0,,2025-01-04
2584,VISITOR_E2870C89,2025-01-09 16:39:47,活动页,店铺页,商品详情页_2,直播页,272,无线端,0,,2025-01-09
2585,VISITOR_8467A460,2025-01-01 19:42:05,宝贝页,店铺页,直播页,新品页,246,无线端,0,,2025-01-01
2586,VISITOR_5EB9D177,2025-01-12 22:07:15,首页,店铺页,商品详情页_2,商品详情页_1,205,无线端,1,BUYER_3908C9,2025-01-12
2587,VISITOR_291AFFF7,2025-01-15 09:11:29,直播页,店铺其他页,直播页,商品详情页_1,116,无线端,0,,2025-01-15
2588,VISITOR_78420618,2025-01-08 14:45:33,分类页,店铺页,商品详情页_1,新品页,128,PC端,0,,2025-01-08
2589,VISITOR_D4313CA4,2025-01-07 03:44:47,微信,外部页,新品页,下单页,52,无线端,0,,2025-01-07
2590,VISITOR_21B0E2BA,2025-01-16 21:07:12,微信,外部页,,,84,PC端,0,,2025-01-16
2591,VISITOR_3AD7D066,2025-01-09 02:44:37,活动页,店铺页,新品页,微信,111,无线端,0,,2025-01-09
2592,VISITOR_555A89B8,2025-01-20 00:31:22,百度搜索,外部页,分类页,商品详情页_3,151,无线端,0,,2025-01-20
2593,VISITOR_CA6B19BC,2025-01-23 09:20:23,下单页,功能页,,商品详情页_1,134,PC端,0,,2025-01-23
2594,VISITOR_C4878B88,2025-01-25 00:02:34,购物车,功能页,首页,商品详情页_2,79,无线端,0,,2025-01-25
2595,VISITOR_337581BD,2025-01-02 18:47:46,百度搜索,外部页,微信,商品详情页_2,231,无线端,0,,2025-01-02
2596,VISITOR_3F15CA3D,2025-01-19 03:47:35,活动页,店铺页,,宝贝页,123,无线端,0,,2025-01-19
2597,VISITOR_AC10F9D2,2025-01-04 18:18:30,分类页,店铺页,百度搜索,商品详情页_3,170,无线端,0,,2025-01-04
2598,VISITOR_2EAD8465,2025-01-07 05:19:02,首页,店铺页,,购物车,266,PC端,0,,2025-01-07
2599,VISITOR_1B3CFCFF,2025-01-15 21:27:11,商品详情页_2,商品详情页,百度搜索,,115,PC端,0,,2025-01-15
2600,VISITOR_41021A30,2025-01-14 09:58:38,微信,外部页,商品详情页_1,商品详情页_2,36,无线端,0,,2025-01-14
2601,VISITOR_3EF30D2A,2025-01-17 23:54:27,下单页,功能页,,下单页,102,无线端,0,,2025-01-17
2602,VISITOR_D5BC1B18,2025-01-16 08:09:16,百度搜索,外部页,,微信,250,无线端,0,,2025-01-16
2603,VISITOR_306E7F53,2025-01-14 07:06:31,百度搜索,外部页,,商品详情页_1,239,无线端,0,,2025-01-14
2604,VISITOR_C83BACFF,2025-01-29 11:52:45,直播页,店铺其他页,商品详情页_3,分类页,32,无线端,0,,2025-01-29
2605,VISITOR_8D930FF0,2025-01-29 12:35:04,微信,外部页,活动页,宝贝页,299,无线端,0,,2025-01-29
2606,VISITOR_FCE3387B,2025-01-15 20:50:07,直播页,店铺其他页,首页,购物车,249,无线端,0,,2025-01-15
2607,VISITOR_C1284B5C,2025-01-01 13:41:00,直播页,店铺其他页,百度搜索,百度搜索,167,无线端,0,,2025-01-01
2608,VISITOR_D4F93247,2025-01-06 04:46:58,商品详情页_3,商品详情页,购物车,新品页,182,PC端,0,,2025-01-06
2609,VISITOR_39D7A0F8,2025-01-21 12:45:40,宝贝页,店铺页,商品详情页_3,下单页,277,PC端,0,,2025-01-21
2610,VISITOR_7AFA3B88,2025-01-18 09:46:12,微信,外部页,宝贝页,活动页,77,无线端,0,,2025-01-18
2611,VISITOR_97553BF4,2025-01-17 19:59:12,新品页,店铺页,新品页,宝贝页,209,无线端,0,,2025-01-17
2612,VISITOR_A5805CDB,2025-01-28 10:27:17,宝贝页,店铺页,,微信,91,无线端,0,,2025-01-28
2613,VISITOR_848AF600,2025-01-04 08:56:56,新品页,店铺页,订阅页,商品详情页_2,182,无线端,0,,2025-01-04
2614,VISITOR_B8FE9287,2025-01-24 19:35:49,活动页,店铺页,购物车,宝贝页,187,PC端,0,,2025-01-24
2615,VISITOR_BFD64C47,2025-01-30 15:42:27,订阅页,店铺其他页,商品详情页_1,新品页,47,无线端,0,,2025-01-30
2616,VISITOR_453E859A,2025-01-08 12:26:32,订阅页,店铺其他页,活动页,商品详情页_3,283,PC端,0,,2025-01-08
2617,VISITOR_2986C958,2025-01-22 05:26:28,新品页,店铺页,宝贝页,首页,198,无线端,0,,2025-01-22
2618,VISITOR_B139418C,2025-01-11 20:22:06,直播页,店铺其他页,分类页,商品详情页_3,157,无线端,0,,2025-01-11
2619,VISITOR_F16047B5,2025-01-25 08:19:21,微信,外部页,宝贝页,下单页,251,PC端,0,,2025-01-25
2620,VISITOR_17FD90F2,2025-01-07 06:25:17,百度搜索,外部页,直播页,下单页,149,无线端,0,,2025-01-07
2621,VISITOR_EAB63EA6,2025-01-06 03:59:01,活动页,店铺页,宝贝页,,86,无线端,0,,2025-01-06
2622,VISITOR_53B3152E,2025-01-07 18:50:22,新品页,店铺页,首页,,33,无线端,1,BUYER_23E880,2025-01-07
2623,VISITOR_8D1F285E,2025-01-09 19:33:28,商品详情页_3,商品详情页,新品页,,204,无线端,0,,2025-01-09
2624,VISITOR_15EC2DE2,2025-01-21 18:31:11,首页,店铺页,,宝贝页,132,无线端,0,,2025-01-21
2625,VISITOR_860C2010,2025-01-04 01:15:24,宝贝页,店铺页,,,70,无线端,0,,2025-01-04
2626,VISITOR_7D3ABF9F,2025-01-03 12:24:20,商品详情页_2,商品详情页,宝贝页,首页,299,PC端,0,,2025-01-03
2627,VISITOR_24FF2390,2025-01-16 08:19:18,百度搜索,外部页,商品详情页_1,新品页,48,无线端,0,,2025-01-16
2628,VISITOR_1F3E9234,2025-01-24 03:17:38,直播页,店铺其他页,购物车,商品详情页_3,171,无线端,0,,2025-01-24
2629,VISITOR_3065F5AA,2025-01-11 09:20:15,订阅页,店铺其他页,商品详情页_2,首页,284,PC端,0,,2025-01-11
2630,VISITOR_AACA7FF4,2025-01-05 02:55:46,商品详情页_1,商品详情页,分类页,首页,131,无线端,0,,2025-01-05
2631,VISITOR_762F5D3E,2025-01-09 00:16:09,商品详情页_3,商品详情页,,订阅页,169,无线端,0,,2025-01-09
2632,VISITOR_CD7E7DAD,2025-01-25 16:28:22,活动页,店铺页,,购物车,31,无线端,0,,2025-01-25
2633,VISITOR_9B13194B,2025-01-11 12:34:12,百度搜索,外部页,下单页,宝贝页,197,无线端,0,,2025-01-11
2634,VISITOR_E6AD53F0,2025-01-16 01:51:29,购物车,功能页,购物车,百度搜索,75,PC端,0,,2025-01-16
2635,VISITOR_EDC6B9E4,2025-01-21 22:01:53,宝贝页,店铺页,下单页,,139,无线端,0,,2025-01-21
2636,VISITOR_8D1670EA,2025-01-08 12:41:02,商品详情页_3,商品详情页,,,255,无线端,0,,2025-01-08
2637,VISITOR_7E3F6023,2025-01-07 07:22:13,购物车,功能页,商品详情页_1,首页,228,PC端,0,,2025-01-07
2638,VISITOR_E555889B,2025-01-26 18:10:50,商品详情页_1,商品详情页,宝贝页,,62,PC端,0,,2025-01-26
2639,VISITOR_7A13DC6A,2025-01-23 05:53:48,新品页,店铺页,新品页,新品页,157,无线端,0,,2025-01-23
2640,VISITOR_836136A0,2025-01-27 22:06:11,商品详情页_3,商品详情页,购物车,商品详情页_1,248,无线端,0,,2025-01-27
2641,VISITOR_00911055,2025-01-28 09:15:04,百度搜索,外部页,活动页,新品页,66,PC端,0,,2025-01-28
2642,VISITOR_8728E132,2025-01-27 15:50:14,活动页,店铺页,微信,购物车,210,无线端,1,BUYER_CFEDB9,2025-01-27
2643,VISITOR_139F6DC4,2025-01-19 13:40:43,百度搜索,外部页,商品详情页_1,,242,无线端,0,,2025-01-19
2644,VISITOR_3CF1C09B,2025-01-18 14:01:55,宝贝页,店铺页,,,99,无线端,0,,2025-01-18
2645,VISITOR_103C4614,2025-01-04 06:44:50,订阅页,店铺其他页,,宝贝页,219,无线端,1,BUYER_0B2685,2025-01-04
2646,VISITOR_696759F2,2025-01-22 20:12:19,商品详情页_3,商品详情页,微信,活动页,90,无线端,0,,2025-01-22
2647,VISITOR_943D1738,2025-01-02 21:17:46,百度搜索,外部页,直播页,,204,无线端,0,,2025-01-02
2648,VISITOR_9278F55C,2025-01-06 22:43:28,分类页,店铺页,,商品详情页_1,198,无线端,0,,2025-01-06
2649,VISITOR_587101A7,2025-01-30 07:59:07,新品页,店铺页,微信,,292,PC端,0,,2025-01-30
2650,VISITOR_FF0C3580,2025-01-01 22:41:20,首页,店铺页,商品详情页_1,微信,242,无线端,0,,2025-01-01
2651,VISITOR_419AC4C5,2025-01-25 04:00:20,商品详情页_2,商品详情页,百度搜索,宝贝页,102,无线端,0,,2025-01-25
2652,VISITOR_EA480DBE,2025-01-28 13:44:48,商品详情页_3,商品详情页,百度搜索,直播页,20,无线端,0,,2025-01-28
2653,VISITOR_3E20887D,2025-01-20 04:47:33,新品页,店铺页,商品详情页_3,,241,无线端,0,,2025-01-20
2654,VISITOR_B7B5A2F0,2025-01-04 13:53:02,直播页,店铺其他页,商品详情页_2,,121,无线端,0,,2025-01-04
2655,VISITOR_86C03879,2025-01-08 11:04:23,新品页,店铺页,,活动页,45,无线端,0,,2025-01-08
2656,VISITOR_4BE4BA84,2025-01-19 03:35:06,首页,店铺页,百度搜索,,40,无线端,0,,2025-01-19
2657,VISITOR_F6F75C4D,2025-01-11 14:02:00,商品详情页_2,商品详情页,新品页,,181,PC端,0,,2025-01-11
2658,VISITOR_26E4510A,2025-01-06 20:26:52,下单页,功能页,分类页,首页,270,无线端,0,,2025-01-06
2659,VISITOR_0930E08C,2025-01-22 09:22:28,新品页,店铺页,活动页,下单页,80,无线端,1,BUYER_915E8C,2025-01-22
2660,VISITOR_40DB8858,2025-01-29 13:53:23,商品详情页_1,商品详情页,,微信,150,无线端,0,,2025-01-29
2661,VISITOR_4A624321,2025-01-25 11:19:07,购物车,功能页,商品详情页_2,订阅页,295,PC端,0,,2025-01-25
2662,VISITOR_410C0EDC,2025-01-26 08:04:14,分类页,店铺页,,新品页,77,无线端,0,,2025-01-26
2663,VISITOR_A9397258,2025-01-12 19:52:01,微信,外部页,,商品详情页_2,92,无线端,0,,2025-01-12
2664,VISITOR_8C462796,2025-01-04 16:05:29,百度搜索,外部页,新品页,商品详情页_2,19,PC端,0,,2025-01-04
2665,VISITOR_5B9CE6FB,2025-01-23 08:08:58,活动页,店铺页,订阅页,下单页,273,无线端,0,,2025-01-23
2666,VISITOR_151AAE08,2025-01-29 10:11:23,商品详情页_1,商品详情页,,直播页,266,无线端,0,,2025-01-29
2667,VISITOR_03BA2997,2025-01-01 10:10:52,下单页,功能页,,微信,287,无线端,0,,2025-01-01
2668,VISITOR_725A55D0,2025-01-01 15:39:46,商品详情页_3,商品详情页,购物车,下单页,177,无线端,0,,2025-01-01
2669,VISITOR_66037C5C,2025-01-17 14:01:13,商品详情页_3,商品详情页,百度搜索,百度搜索,206,PC端,0,,2025-01-17
2670,VISITOR_BFA29F8F,2025-01-08 12:16:08,百度搜索,外部页,分类页,宝贝页,51,无线端,0,,2025-01-08
2671,VISITOR_C274F4BF,2025-01-24 07:21:20,商品详情页_1,商品详情页,,下单页,10,无线端,0,,2025-01-24
2672,VISITOR_E29D4891,2025-01-25 09:45:24,商品详情页_3,商品详情页,,,47,PC端,0,,2025-01-25
2673,VISITOR_063986F0,2025-01-16 23:28:56,分类页,店铺页,,直播页,103,无线端,1,BUYER_024C95,2025-01-16
2674,VISITOR_0CF67F18,2025-01-29 22:01:22,商品详情页_1,商品详情页,百度搜索,,110,无线端,0,,2025-01-29
2675,VISITOR_25336553,2025-01-17 20:00:24,百度搜索,外部页,,订阅页,216,PC端,0,,2025-01-17
2676,VISITOR_63D63915,2025-01-03 17:41:22,下单页,功能页,商品详情页_3,商品详情页_1,100,无线端,0,,2025-01-03
2677,VISITOR_0136FC3D,2025-01-28 07:37:08,商品详情页_2,商品详情页,微信,购物车,223,无线端,0,,2025-01-28
2678,VISITOR_D0CF89BD,2025-01-01 14:43:33,新品页,店铺页,分类页,微信,188,无线端,0,,2025-01-01
2679,VISITOR_32DBD1FF,2025-01-24 06:00:57,购物车,功能页,商品详情页_1,活动页,187,PC端,0,,2025-01-24
2680,VISITOR_C9FF6C14,2025-01-04 02:53:15,新品页,店铺页,,首页,200,无线端,0,,2025-01-04
2681,VISITOR_CB1266D2,2025-01-03 02:13:38,直播页,店铺其他页,分类页,订阅页,195,无线端,0,,2025-01-03
2682,VISITOR_00738D39,2025-01-05 17:20:50,分类页,店铺页,活动页,订阅页,128,无线端,0,,2025-01-05
2683,VISITOR_AD03F0CA,2025-01-25 20:36:13,订阅页,店铺其他页,微信,直播页,31,无线端,0,,2025-01-25
2684,VISITOR_3ACEF5D0,2025-01-08 00:27:24,分类页,店铺页,商品详情页_3,百度搜索,146,PC端,0,,2025-01-08
2685,VISITOR_DE7F99AA,2025-01-21 09:41:43,直播页,店铺其他页,购物车,商品详情页_1,183,无线端,0,,2025-01-21
2686,VISITOR_833B1B8C,2025-01-12 04:07:21,首页,店铺页,分类页,购物车,149,无线端,0,,2025-01-12
2687,VISITOR_1C182510,2025-01-26 11:07:04,新品页,店铺页,微信,商品详情页_2,22,无线端,0,,2025-01-26
2688,VISITOR_E11AA618,2025-01-26 16:46:36,活动页,店铺页,购物车,,134,无线端,1,BUYER_DAD3F8,2025-01-26
2689,VISITOR_E0A9348F,2025-01-07 05:01:56,首页,店铺页,,直播页,211,PC端,0,,2025-01-07
2690,VISITOR_A1922670,2025-01-09 20:14:42,百度搜索,外部页,,直播页,120,无线端,0,,2025-01-09
2691,VISITOR_A256FD54,2025-01-07 11:12:28,直播页,店铺其他页,订阅页,宝贝页,279,PC端,0,,2025-01-07
2692,VISITOR_43DB49BE,2025-01-29 14:17:12,直播页,店铺其他页,首页,商品详情页_2,159,无线端,0,,2025-01-29
