dwd_id,visitor_id,time_id,page_id,page_type,source_page_id,target_page_id,stay_duration,device_id,is_order,order_buyer_id,dt
1726,VISITOR_99F96FFD,6,2,店铺页,2,,227,2,0,,2025-01-06
1727,VISITOR_B810E8F1,6,8,商品详情页,,,66,5,0,,2025-01-06
1728,VISITOR_FAD64C12,6,7,商品详情页,9,5,276,1,0,,2025-01-06
1729,VISITOR_E234E2F2,6,13,功能页,10,3,108,1,0,,2025-01-06
1730,VISITOR_425F1974,6,9,店铺其他页,14,12,34,4,0,,2025-01-06
1731,VISITOR_35FE66DF,6,3,店铺页,2,7,89,3,0,,2025-01-06
1732,VISITOR_797C4EC3,6,3,店铺页,13,7,286,1,0,,2025-01-06
1733,VISITOR_18F0AEDD,6,12,外部页,,6,44,2,0,,2025-01-06
1734,VISITOR_2181D2D1,6,10,店铺其他页,4,1,49,4,0,,2025-01-06
1735,VISITOR_65B26DBB,6,6,商品详情页,,11,119,1,0,,2025-01-06
1736,VISITOR_1A1D2A76,6,14,功能页,,,276,1,0,,2025-01-06
1737,VISITOR_5988697B,6,12,外部页,14,,145,5,0,,2025-01-06
1738,VISITOR_7B663CB7,6,12,外部页,,2,261,2,0,,2025-01-06
1739,VISITOR_3368A162,6,12,外部页,6,8,218,3,1,BUYER_4D1D3F,2025-01-06
1740,VISITOR_3BE75C67,6,11,外部页,,5,84,5,0,,2025-01-06
1741,VISITOR_79CEFB7F,6,12,外部页,4,,55,3,0,,2025-01-06
1742,VISITOR_DFBC79DF,6,11,外部页,6,9,245,4,0,,2025-01-06
1743,VISITOR_FF0EE347,6,8,商品详情页,,2,49,4,0,,2025-01-06
1744,VISITOR_CFAACD4A,6,8,商品详情页,8,,295,1,0,,2025-01-06
1745,VISITOR_5B80EA99,6,10,店铺其他页,10,14,240,3,0,,2025-01-06
1746,VISITOR_1C8A7757,6,6,商品详情页,,6,60,1,1,BUYER_595142,2025-01-06
1747,VISITOR_2FD66FF7,6,1,店铺页,11,10,88,3,0,,2025-01-06
1748,VISITOR_D7A0CAAE,6,3,店铺页,9,,28,2,0,,2025-01-06
1749,VISITOR_F6AB2847,6,1,店铺页,5,12,255,5,1,BUYER_A6A7EC,2025-01-06
1750,VISITOR_D787D8AE,6,4,店铺页,4,9,17,4,0,,2025-01-06
1751,VISITOR_9D05D357,6,12,外部页,,,190,5,0,,2025-01-06
1752,VISITOR_BC407BC6,6,8,商品详情页,,4,250,2,0,,2025-01-06
1753,VISITOR_D13A27F7,6,1,店铺页,12,13,154,5,0,,2025-01-06
1754,VISITOR_92397ACA,6,9,店铺其他页,11,5,252,5,0,,2025-01-06
1755,VISITOR_BCF89F80,6,5,店铺页,5,,296,1,0,,2025-01-06
1756,VISITOR_E166B570,6,14,功能页,14,2,241,1,0,,2025-01-06
1757,VISITOR_F011E3B7,6,3,店铺页,12,12,37,5,0,,2025-01-06
1758,VISITOR_4537B4BC,6,1,店铺页,,1,118,5,1,BUYER_76DF01,2025-01-06
1759,VISITOR_DD2FA514,6,8,商品详情页,12,3,170,1,0,,2025-01-06
1760,VISITOR_D4F93247,6,8,商品详情页,13,5,182,4,0,,2025-01-06
1761,VISITOR_EAB63EA6,6,2,店铺页,4,,86,1,0,,2025-01-06
1762,VISITOR_9278F55C,6,3,店铺页,,6,198,2,0,,2025-01-06
1763,VISITOR_26E4510A,6,14,功能页,3,1,270,2,0,,2025-01-06
1764,VISITOR_78AB1A52,6,5,店铺页,,,138,1,0,,2025-01-06
1765,VISITOR_019BB729,6,5,店铺页,8,10,228,4,0,,2025-01-06
1766,VISITOR_6FFACEF2,6,4,店铺页,1,11,203,1,0,,2025-01-06
1767,VISITOR_C083FB7E,6,1,店铺页,7,10,260,1,0,,2025-01-06
1768,VISITOR_C2E3631C,6,1,店铺页,10,7,126,4,1,BUYER_72B229,2025-01-06
1769,VISITOR_92C3D110,6,6,商品详情页,4,8,55,2,0,,2025-01-06
1770,VISITOR_E630E64C,6,6,商品详情页,1,7,132,2,0,,2025-01-06
1771,VISITOR_41EBC570,6,8,商品详情页,1,10,289,4,0,,2025-01-06
1772,VISITOR_B81A0B74,6,10,店铺其他页,14,8,35,1,1,BUYER_4EBEF8,2025-01-06
1773,VISITOR_1BF6DAFD,6,12,外部页,,,28,5,0,,2025-01-06
1774,VISITOR_46B64051,6,1,店铺页,13,,151,1,0,,2025-01-06
1775,VISITOR_93BFC062,6,5,店铺页,9,2,259,2,0,,2025-01-06
1776,VISITOR_9F807F4F,6,3,店铺页,7,4,48,4,0,,2025-01-06
1777,VISITOR_7DCEA298,6,2,店铺页,6,12,282,3,0,,2025-01-06
1778,VISITOR_BF019728,6,10,店铺其他页,5,,153,4,0,,2025-01-06
1779,VISITOR_275BC3D5,6,3,店铺页,12,8,185,5,0,,2025-01-06
1780,VISITOR_5A3B145F,6,5,店铺页,1,5,51,1,0,,2025-01-06
1781,VISITOR_AFD15595,6,6,商品详情页,,7,248,2,1,BUYER_7D86E6,2025-01-06
1782,VISITOR_807C8668,6,14,功能页,11,9,84,1,0,,2025-01-06
1783,VISITOR_D6906A98,6,7,商品详情页,1,,56,2,0,,2025-01-06
1784,VISITOR_97B1EF5B,6,7,商品详情页,,9,120,4,0,,2025-01-06
1785,VISITOR_62EE6757,6,14,功能页,4,14,161,2,0,,2025-01-06
1786,VISITOR_54F31BF5,6,11,外部页,,2,20,3,0,,2025-01-06
1787,VISITOR_0173AF46,6,2,店铺页,,7,272,1,0,,2025-01-06
1788,VISITOR_0A2C9428,6,10,店铺其他页,,5,235,5,0,,2025-01-06
1789,VISITOR_D6E24F0F,6,14,功能页,14,5,263,4,0,,2025-01-06
1790,VISITOR_0803B68D,6,1,店铺页,2,,105,3,0,,2025-01-06
1791,VISITOR_A7CEC829,6,7,商品详情页,,7,86,3,0,,2025-01-06
1792,VISITOR_CCB2B6C4,6,7,商品详情页,9,14,38,1,0,,2025-01-06
1793,VISITOR_7C8AA1A0,6,3,店铺页,,2,197,2,0,,2025-01-06
1794,VISITOR_70DA1DE8,6,1,店铺页,12,3,235,5,0,,2025-01-06
1795,VISITOR_90ADBC91,6,7,商品详情页,14,2,274,1,0,,2025-01-06
1796,VISITOR_515BAFD6,6,8,商品详情页,,7,36,5,0,,2025-01-06
1797,VISITOR_1B5ABFD7,6,13,功能页,2,12,139,5,1,BUYER_DBAB7E,2025-01-06
1798,VISITOR_21568088,6,8,商品详情页,,8,234,5,0,,2025-01-06
1799,VISITOR_8142299E,6,8,商品详情页,12,1,176,4,0,,2025-01-06
1800,VISITOR_C5DCC38E,6,6,商品详情页,4,9,178,3,0,,2025-01-06
1801,VISITOR_70AABDFF,6,2,店铺页,8,10,68,2,0,,2025-01-06
1802,VISITOR_8BDA3EF4,6,4,店铺页,2,2,135,2,0,,2025-01-06
1803,VISITOR_22FB8017,6,11,外部页,8,11,128,3,0,,2025-01-06
1804,VISITOR_76A9F233,6,1,店铺页,2,5,30,2,0,,2025-01-06
1805,VISITOR_3D2A6DD7,6,8,商品详情页,10,11,151,1,0,,2025-01-06
1806,VISITOR_3CC57AD5,6,5,店铺页,6,14,133,1,0,,2025-01-06
1807,VISITOR_7BBD011E,6,9,店铺其他页,12,,94,1,0,,2025-01-06
1808,VISITOR_D4F6F00E,6,1,店铺页,2,,145,2,0,,2025-01-06
1809,VISITOR_52698BCB,6,9,店铺其他页,6,4,142,5,0,,2025-01-06
1810,VISITOR_2C22B561,6,3,店铺页,9,12,126,5,0,,2025-01-06
1811,VISITOR_CF0AEB3B,6,2,店铺页,1,11,136,5,0,,2025-01-06
1812,VISITOR_0C4E3C64,6,13,功能页,2,,78,5,0,,2025-01-06
1813,VISITOR_D4299088,6,8,商品详情页,,8,254,5,0,,2025-01-06
1814,VISITOR_5FF1BC84,6,3,店铺页,,5,157,4,0,,2025-01-06
1815,VISITOR_62B66691,6,4,店铺页,14,2,244,1,0,,2025-01-06
1816,VISITOR_4B7273B8,6,4,店铺页,2,4,119,4,1,BUYER_C1F263,2025-01-06
1817,VISITOR_8EA795B2,6,3,店铺页,,12,78,2,0,,2025-01-06
1818,VISITOR_56C44CAA,6,11,外部页,,1,117,5,0,,2025-01-06
1819,VISITOR_5F451123,6,8,商品详情页,,2,140,1,0,,2025-01-06
1820,VISITOR_E29C540F,6,7,商品详情页,,11,60,2,0,,2025-01-06
1821,VISITOR_0BADF11C,6,7,商品详情页,9,4,19,4,0,,2025-01-06
1822,VISITOR_DA9837A6,6,14,功能页,,14,156,5,0,,2025-01-06
1823,VISITOR_5D45CCEA,6,8,商品详情页,14,5,143,1,0,,2025-01-06
1824,VISITOR_9A1B34AD,6,11,外部页,,9,238,4,0,,2025-01-06
1825,VISITOR_60A36786,6,3,店铺页,6,7,91,3,0,,2025-01-06
1826,VISITOR_A5225E75,6,2,店铺页,4,7,161,3,0,,2025-01-06
1827,VISITOR_2E61FE0A,6,4,店铺页,13,13,243,5,0,,2025-01-06
1828,VISITOR_9F5FA82C,6,10,店铺其他页,14,4,95,5,0,,2025-01-06
1829,VISITOR_4D312F85,6,10,店铺其他页,12,11,237,4,0,,2025-01-06
1830,VISITOR_7A23841B,6,13,功能页,6,4,247,1,0,,2025-01-06
1831,VISITOR_BDE1EB26,6,14,功能页,,7,234,1,0,,2025-01-06
1832,VISITOR_D2DD32EA,6,12,外部页,6,,178,3,0,,2025-01-06
1833,VISITOR_AA9A11B4,6,6,商品详情页,12,6,268,2,0,,2025-01-06
1834,VISITOR_C2287CFB,6,10,店铺其他页,1,7,85,3,0,,2025-01-06
1835,VISITOR_39D34EFA,6,13,功能页,2,,120,4,0,,2025-01-06
1836,VISITOR_F33B39AF,6,3,店铺页,10,1,261,2,0,,2025-01-06
1837,VISITOR_6F52D171,6,3,店铺页,13,6,32,4,0,,2025-01-06
1838,VISITOR_794ACD3B,6,9,店铺其他页,2,8,12,1,0,,2025-01-06
1839,VISITOR_051CDFF4,6,14,功能页,,6,79,2,0,,2025-01-06
1840,VISITOR_6417D632,6,6,商品详情页,3,11,276,2,0,,2025-01-06
1841,VISITOR_6CEFCFF5,6,12,外部页,,13,207,4,0,,2025-01-06
1842,VISITOR_DEB5EE6E,6,12,外部页,13,4,37,3,0,,2025-01-06
1843,VISITOR_58D92EB9,6,5,店铺页,6,9,45,5,0,,2025-01-06
1844,VISITOR_98434202,6,3,店铺页,2,,217,4,0,,2025-01-06
1845,VISITOR_3D083DA1,6,5,店铺页,4,1,218,3,0,,2025-01-06
1846,VISITOR_B7E1CA07,6,10,店铺其他页,2,4,60,3,0,,2025-01-06
1847,VISITOR_60CC4F7B,6,2,店铺页,,1,63,5,0,,2025-01-06
1848,VISITOR_120745DA,6,2,店铺页,8,5,123,3,0,,2025-01-06
1849,VISITOR_6FBA473E,6,10,店铺其他页,13,5,252,4,1,BUYER_D6E8C6,2025-01-06
1850,VISITOR_BD8CA11E,6,13,功能页,12,13,103,2,0,,2025-01-06
1851,VISITOR_8E5AAC71,6,14,功能页,,2,256,2,0,,2025-01-06
1852,VISITOR_67CB1D5F,6,2,店铺页,8,10,164,3,0,,2025-01-06
1853,VISITOR_67C07818,6,3,店铺页,4,3,30,1,0,,2025-01-06
1854,VISITOR_5AF5F0CC,6,14,功能页,,2,17,4,0,,2025-01-06
1855,VISITOR_9D214BC8,6,9,店铺其他页,5,4,189,1,0,,2025-01-06
1856,VISITOR_C7E3B0BF,6,3,店铺页,,4,220,2,0,,2025-01-06
1857,VISITOR_D650870C,6,8,商品详情页,4,,275,5,0,,2025-01-06
1858,VISITOR_6E30BC1B,6,7,商品详情页,5,12,270,2,0,,2025-01-06
1859,VISITOR_8135A401,6,5,店铺页,13,,124,1,0,,2025-01-06
1860,VISITOR_9D6BDD44,6,8,商品详情页,4,,190,2,0,,2025-01-06
1861,VISITOR_14E9DDF5,6,9,店铺其他页,8,3,207,5,0,,2025-01-06
1862,VISITOR_BF35BDD0,6,11,外部页,,9,170,2,0,,2025-01-06
1863,VISITOR_85C5FCC9,6,8,商品详情页,,12,200,2,0,,2025-01-06
1864,VISITOR_14FA0189,6,6,商品详情页,6,3,147,3,0,,2025-01-06
1865,VISITOR_43480F86,6,10,店铺其他页,8,11,200,1,0,,2025-01-06
1866,VISITOR_9DD36176,6,3,店铺页,8,,240,4,0,,2025-01-06
1867,VISITOR_FCE69FAB,6,8,商品详情页,10,12,207,3,0,,2025-01-06
1868,VISITOR_047A8093,6,9,店铺其他页,,6,81,3,0,,2025-01-06
1869,VISITOR_EF08238C,6,1,店铺页,,11,152,5,0,,2025-01-06
1870,VISITOR_A1575C02,6,9,店铺其他页,5,14,190,3,0,,2025-01-06
1871,VISITOR_9F2213F7,6,9,店铺其他页,,2,193,1,0,,2025-01-06
1872,VISITOR_F87B20CA,6,6,商品详情页,12,8,124,3,0,,2025-01-06
1873,VISITOR_C9776709,6,4,店铺页,8,3,288,1,0,,2025-01-06
1874,VISITOR_B1EF4717,6,4,店铺页,,11,205,1,0,,2025-01-06
1875,VISITOR_A2DCE0A2,6,3,店铺页,6,,275,5,0,,2025-01-06
1876,VISITOR_E0BFBA33,6,11,外部页,11,12,138,2,0,,2025-01-06
1877,VISITOR_06CF668F,6,4,店铺页,7,12,133,2,0,,2025-01-06
1878,VISITOR_2D7D8412,6,7,商品详情页,6,4,144,3,0,,2025-01-06
1879,VISITOR_13F29AD4,6,4,店铺页,,5,115,4,0,,2025-01-06
1880,VISITOR_C7E92194,6,1,店铺页,9,13,211,2,0,,2025-01-06
1881,VISITOR_D3129FED,6,6,商品详情页,,7,187,4,0,,2025-01-06
1882,VISITOR_0A34924A,6,7,商品详情页,4,5,71,5,0,,2025-01-06
1883,VISITOR_3119ADCD,6,1,店铺页,9,3,76,3,0,,2025-01-06
1884,VISITOR_179BEE0C,6,1,店铺页,,11,126,5,0,,2025-01-06
1885,VISITOR_09C3D83B,6,10,店铺其他页,4,3,182,4,0,,2025-01-06
1886,VISITOR_C352EE5F,6,7,商品详情页,,,165,1,0,,2025-01-06
1887,VISITOR_D2CCE30A,6,14,功能页,6,14,180,1,0,,2025-01-06
1888,VISITOR_2B75BFF8,6,4,店铺页,7,2,170,1,0,,2025-01-06
1889,VISITOR_6E155A5E,6,5,店铺页,10,5,273,5,0,,2025-01-06
1890,VISITOR_3A08084E,6,8,商品详情页,6,10,226,3,0,,2025-01-06
1891,VISITOR_11308EBB,6,11,外部页,,,170,2,0,,2025-01-06
1892,VISITOR_FA90C2F8,6,6,商品详情页,1,,250,1,0,,2025-01-06
1893,VISITOR_E5A343DA,6,7,商品详情页,,2,186,5,0,,2025-01-06
1894,VISITOR_7211387B,6,12,外部页,5,3,222,3,0,,2025-01-06
1895,VISITOR_4A9DB7BA,6,7,商品详情页,11,6,100,2,0,,2025-01-06
1896,VISITOR_B71183CB,6,13,功能页,7,3,40,2,0,,2025-01-06
1897,VISITOR_B3C8E853,6,14,功能页,10,12,65,2,0,,2025-01-06
1898,VISITOR_D0060852,6,9,店铺其他页,9,12,187,2,0,,2025-01-06
1899,VISITOR_4DC2E40E,6,7,商品详情页,12,13,65,4,0,,2025-01-06
1900,VISITOR_DAC6B473,6,1,店铺页,9,,266,5,0,,2025-01-06
1901,VISITOR_CBC5EBAA,6,12,外部页,,11,88,5,0,,2025-01-06
1902,VISITOR_546A2F8D,6,7,商品详情页,13,8,111,5,0,,2025-01-06
1903,VISITOR_4BD58F3E,6,14,功能页,8,,25,4,0,,2025-01-06
1904,VISITOR_8313E9D0,6,11,外部页,3,4,188,3,0,,2025-01-06
1905,VISITOR_D8E23927,6,1,店铺页,11,6,231,4,1,BUYER_81127F,2025-01-06
1906,VISITOR_38D1FE59,6,4,店铺页,,4,65,3,0,,2025-01-06
1907,VISITOR_5D1EA6BE,6,14,功能页,11,9,29,1,0,,2025-01-06
1908,VISITOR_50225B43,6,7,商品详情页,3,10,121,1,0,,2025-01-06
1909,VISITOR_4EE865FE,6,1,店铺页,9,3,285,2,0,,2025-01-06
1910,VISITOR_8C3639BF,6,14,功能页,7,,246,3,1,BUYER_04BCB9,2025-01-06
1911,VISITOR_2152CF0C,6,2,店铺页,,7,213,1,0,,2025-01-06
1912,VISITOR_D3D2C165,6,12,外部页,1,10,168,3,0,,2025-01-06
1913,VISITOR_ABABF098,6,5,店铺页,7,5,27,3,0,,2025-01-06
1914,VISITOR_AB488180,6,8,商品详情页,,12,112,1,0,,2025-01-06
1915,VISITOR_844065FB,6,6,商品详情页,,11,210,2,0,,2025-01-06
1916,VISITOR_14213D6B,6,8,商品详情页,13,2,115,3,0,,2025-01-06
1917,VISITOR_9BD05A17,6,4,店铺页,,,175,4,0,,2025-01-06
1918,VISITOR_41EAACA8,6,5,店铺页,9,6,20,1,0,,2025-01-06
1919,VISITOR_5BB635B6,6,3,店铺页,,14,251,3,0,,2025-01-06
1920,VISITOR_911CE10B,6,12,外部页,,,38,1,1,BUYER_587F9A,2025-01-06
1921,VISITOR_4D5D3F8E,6,14,功能页,,3,240,1,0,,2025-01-06
1922,VISITOR_4A73A39E,6,6,商品详情页,13,2,146,3,0,,2025-01-06
1923,VISITOR_441FC9AD,6,11,外部页,,9,277,5,0,,2025-01-06
1924,VISITOR_7964553C,6,3,店铺页,,10,127,1,0,,2025-01-06
1925,VISITOR_A0422E1F,6,11,外部页,11,,26,3,0,,2025-01-06
1926,VISITOR_23C094FC,6,12,外部页,7,14,37,2,0,,2025-01-06
1927,VISITOR_EC9BB5C3,6,3,店铺页,4,6,270,3,0,,2025-01-06
1928,VISITOR_43DF4241,6,3,店铺页,2,13,247,1,0,,2025-01-06
1929,VISITOR_06546F0F,6,7,商品详情页,3,6,171,3,0,,2025-01-06
1930,VISITOR_DF9FB83E,6,1,店铺页,2,9,15,5,0,,2025-01-06
1931,VISITOR_FCF3DA36,6,1,店铺页,,6,166,3,0,,2025-01-06
1932,VISITOR_28CD9B2D,6,5,店铺页,1,8,131,2,1,BUYER_6044C7,2025-01-06
1933,VISITOR_100CF61D,6,10,店铺其他页,7,,133,5,0,,2025-01-06
1934,VISITOR_51DC01F6,6,12,外部页,12,10,166,1,0,,2025-01-06
1935,VISITOR_720A9115,6,10,店铺其他页,4,5,133,1,0,,2025-01-06
1936,VISITOR_26619159,6,13,功能页,12,8,94,1,0,,2025-01-06
1937,VISITOR_626C7937,6,6,商品详情页,4,10,122,2,0,,2025-01-06
1938,VISITOR_06F7799A,6,12,外部页,12,6,278,4,0,,2025-01-06
1939,VISITOR_321C7C93,6,7,商品详情页,,,275,1,0,,2025-01-06
1940,VISITOR_D9FE97A3,6,3,店铺页,4,,154,2,0,,2025-01-06
1941,VISITOR_5AF81E50,6,11,外部页,8,11,206,4,0,,2025-01-06
1942,VISITOR_AC1DE02D,6,2,店铺页,1,,243,1,0,,2025-01-06
1943,VISITOR_83072BAA,6,9,店铺其他页,1,12,243,2,0,,2025-01-06
1944,VISITOR_50913EC7,6,9,店铺其他页,12,2,34,3,0,,2025-01-06
1945,VISITOR_F851FFC1,6,14,功能页,,4,204,4,1,BUYER_1E01E0,2025-01-06
1946,VISITOR_BEC34674,6,4,店铺页,12,1,153,5,0,,2025-01-06
1947,VISITOR_3D6FECAC,6,4,店铺页,8,1,56,2,0,,2025-01-06
1948,VISITOR_21E3CE24,6,12,外部页,3,,274,1,0,,2025-01-06
1949,VISITOR_943715B7,6,10,店铺其他页,12,9,56,1,0,,2025-01-06
1950,VISITOR_A853574C,6,11,外部页,9,9,199,4,0,,2025-01-06
1951,VISITOR_F6AAF65E,6,5,店铺页,,,142,4,0,,2025-01-06
1952,VISITOR_29E771F4,6,4,店铺页,3,9,79,2,0,,2025-01-06
1953,VISITOR_3CCC0905,6,8,商品详情页,11,1,38,2,0,,2025-01-06
1954,VISITOR_5C9C9F95,6,14,功能页,10,4,289,1,0,,2025-01-06
1955,VISITOR_5358237C,6,4,店铺页,,5,245,3,0,,2025-01-06
1956,VISITOR_5A85C7E6,6,10,店铺其他页,9,13,68,2,0,,2025-01-06
1957,VISITOR_653CC24E,6,12,外部页,,,152,3,0,,2025-01-06
1958,VISITOR_4AB75776,6,13,功能页,3,13,252,3,1,BUYER_C5352D,2025-01-06
1959,VISITOR_2F350BED,6,7,商品详情页,3,13,282,3,0,,2025-01-06
1960,VISITOR_2728355D,6,11,外部页,7,11,287,3,0,,2025-01-06
1961,VISITOR_2F43A95A,6,11,外部页,9,13,240,3,0,,2025-01-06
1962,VISITOR_F5E0FAB3,6,6,商品详情页,4,6,93,3,0,,2025-01-06
1963,VISITOR_81A174FB,6,9,店铺其他页,,8,190,5,1,BUYER_155892,2025-01-06
1964,VISITOR_75693940,6,10,店铺其他页,14,14,72,2,1,BUYER_F716AB,2025-01-06
1965,VISITOR_15687866,6,1,店铺页,13,5,14,5,0,,2025-01-06
1966,VISITOR_366FA64D,6,8,商品详情页,6,,277,3,0,,2025-01-06
1967,VISITOR_AB451719,6,3,店铺页,,,83,4,0,,2025-01-06
1968,VISITOR_B75E4682,6,1,店铺页,,8,247,4,0,,2025-01-06
1969,VISITOR_7F7EF41F,6,14,功能页,4,2,268,4,0,,2025-01-06
1970,VISITOR_0299D8FF,6,7,商品详情页,13,3,203,2,0,,2025-01-06
1971,VISITOR_629BBE27,6,12,外部页,,13,151,4,0,,2025-01-06
1972,VISITOR_103C6CB7,6,6,商品详情页,4,,175,5,0,,2025-01-06
1973,VISITOR_B3D6B6F8,6,9,店铺其他页,,11,163,5,0,,2025-01-06
1974,VISITOR_65DCB208,6,5,店铺页,,4,131,1,0,,2025-01-06
1975,VISITOR_AEDDBB79,6,3,店铺页,2,12,99,3,0,,2025-01-06
1976,VISITOR_D814085C,6,1,店铺页,14,,27,2,0,,2025-01-06
1977,VISITOR_2BF79325,6,3,店铺页,2,3,243,2,0,,2025-01-06
1978,VISITOR_6650E739,6,10,店铺其他页,12,4,262,5,0,,2025-01-06
1979,VISITOR_B9ED0CED,6,2,店铺页,14,2,128,4,0,,2025-01-06
1980,VISITOR_1D24F800,6,7,商品详情页,13,12,292,1,0,,2025-01-06
1981,VISITOR_9B6F875D,6,11,外部页,,,160,1,0,,2025-01-06
1982,VISITOR_EE617717,6,2,店铺页,9,10,147,2,0,,2025-01-06
1983,VISITOR_27F67A34,6,10,店铺其他页,3,1,42,2,0,,2025-01-06
1984,VISITOR_AB4DEE9D,6,10,店铺其他页,,6,123,1,0,,2025-01-06
1985,VISITOR_5346E1BA,6,9,店铺其他页,2,7,266,1,0,,2025-01-06
1986,VISITOR_CA10B1B6,6,6,商品详情页,,8,232,3,0,,2025-01-06
1987,VISITOR_09DB44B7,6,13,功能页,,13,295,5,1,BUYER_F0DE6D,2025-01-06
1988,VISITOR_0E8F7304,6,13,功能页,10,,111,2,0,,2025-01-06
1989,VISITOR_ECCAE6A4,6,11,外部页,3,9,270,2,0,,2025-01-06
1990,VISITOR_B07AB147,6,7,商品详情页,4,5,251,2,0,,2025-01-06
1991,VISITOR_B095F0D9,6,4,店铺页,,3,142,3,0,,2025-01-06
1992,VISITOR_A7C92E99,6,2,店铺页,13,14,101,2,0,,2025-01-06
1993,VISITOR_2E73F32D,6,4,店铺页,13,5,151,2,0,,2025-01-06
1994,VISITOR_5BE0D258,7,13,功能页,1,,71,3,0,,2025-01-07
1995,VISITOR_980D6295,7,14,功能页,,,205,5,0,,2025-01-07
1996,VISITOR_2A13AD8C,7,1,店铺页,7,,25,5,0,,2025-01-07
1997,VISITOR_B3E0C258,7,4,店铺页,,2,254,4,0,,2025-01-07
1998,VISITOR_C833F4AB,7,4,店铺页,,7,253,3,0,,2025-01-07
1999,VISITOR_3B82AEB1,7,9,店铺其他页,,12,139,5,1,BUYER_0AC90E,2025-01-07
2000,VISITOR_A32F9913,7,6,商品详情页,,13,72,2,0,,2025-01-07
2001,VISITOR_7DB91269,7,13,功能页,8,12,125,3,0,,2025-01-07
2002,VISITOR_C448754D,7,9,店铺其他页,3,,138,2,0,,2025-01-07
2003,VISITOR_4F1E3E48,7,1,店铺页,3,13,232,1,0,,2025-01-07
2004,VISITOR_C2BB302F,7,7,商品详情页,2,10,98,3,0,,2025-01-07
2005,VISITOR_485B5C7B,7,2,店铺页,,7,296,2,1,BUYER_018048,2025-01-07
2006,VISITOR_8623F91B,7,7,商品详情页,,12,148,5,0,,2025-01-07
2007,VISITOR_C5AAA521,7,2,店铺页,3,,182,2,0,,2025-01-07
2008,VISITOR_771FC093,7,14,功能页,7,,134,2,0,,2025-01-07
2009,VISITOR_2F0D286A,7,10,店铺其他页,,,128,3,0,,2025-01-07
2010,VISITOR_51D2965F,7,8,商品详情页,,,176,4,0,,2025-01-07
2011,VISITOR_C3C84245,7,13,功能页,10,2,130,5,0,,2025-01-07
2012,VISITOR_0297A0BC,7,3,店铺页,8,10,159,2,0,,2025-01-07
2013,VISITOR_841AEF6F,7,13,功能页,6,13,148,2,0,,2025-01-07
2014,VISITOR_482B968B,7,8,商品详情页,,10,58,1,0,,2025-01-07
2015,VISITOR_65FB6DAE,7,2,店铺页,7,,149,1,0,,2025-01-07
2016,VISITOR_6F597ADE,7,12,外部页,7,2,115,2,0,,2025-01-07
2017,VISITOR_E2D4ECD5,7,10,店铺其他页,2,9,161,4,0,,2025-01-07
2018,VISITOR_28B037FE,7,6,商品详情页,8,,174,2,0,,2025-01-07
2019,VISITOR_B1E7918A,7,6,商品详情页,14,6,253,1,0,,2025-01-07
2020,VISITOR_4F194EE0,7,7,商品详情页,,,199,5,0,,2025-01-07
2021,VISITOR_7042DF25,7,8,商品详情页,9,6,166,2,0,,2025-01-07
2022,VISITOR_00B5FC76,7,10,店铺其他页,,12,78,5,0,,2025-01-07
2023,VISITOR_8E7A58EA,7,5,店铺页,,13,203,1,1,BUYER_14D512,2025-01-07
2024,VISITOR_F872A233,7,13,功能页,1,7,245,3,0,,2025-01-07
2025,VISITOR_686071AF,7,11,外部页,,,178,5,0,,2025-01-07
2026,VISITOR_0939BAB6,7,7,商品详情页,2,10,176,4,0,,2025-01-07
2027,VISITOR_8347B556,7,2,店铺页,9,7,142,4,0,,2025-01-07
2028,VISITOR_9EE1647C,7,6,商品详情页,5,11,236,5,1,BUYER_2C0D67,2025-01-07
2029,VISITOR_41CC3D2E,7,10,店铺其他页,13,7,87,3,0,,2025-01-07
2030,VISITOR_BB6E5DFD,7,12,外部页,,9,100,1,0,,2025-01-07
2031,VISITOR_5FEEAFE1,7,13,功能页,10,,78,1,0,,2025-01-07
2032,VISITOR_050E2908,7,1,店铺页,1,1,78,1,0,,2025-01-07
2033,VISITOR_1887E1D9,7,3,店铺页,,6,276,5,0,,2025-01-07
2034,VISITOR_B4A7AAEE,7,8,商品详情页,1,,252,3,0,,2025-01-07
2035,VISITOR_C27A0215,7,9,店铺其他页,6,2,243,2,0,,2025-01-07
2036,VISITOR_8199151F,7,2,店铺页,,13,57,4,0,,2025-01-07
2037,VISITOR_1F6F6CB9,7,12,外部页,3,6,261,2,0,,2025-01-07
2038,VISITOR_0C6A2523,7,5,店铺页,1,,256,3,0,,2025-01-07
2039,VISITOR_AFC0D90E,7,2,店铺页,4,,243,4,0,,2025-01-07
2040,VISITOR_4D6BCA97,7,7,商品详情页,13,,173,1,0,,2025-01-07
2041,VISITOR_14DD69E2,7,3,店铺页,11,3,77,5,0,,2025-01-07
2042,VISITOR_097BD5B7,7,4,店铺页,1,2,145,4,0,,2025-01-07
2043,VISITOR_440F4979,7,6,商品详情页,,2,77,1,0,,2025-01-07
2044,VISITOR_30647F37,7,9,店铺其他页,,14,66,2,0,,2025-01-07
2045,VISITOR_C2866A3D,7,7,商品详情页,8,9,183,1,0,,2025-01-07
2046,VISITOR_8938E047,7,7,商品详情页,9,3,96,1,0,,2025-01-07
2047,VISITOR_8B532390,7,5,店铺页,,3,174,3,0,,2025-01-07
